Date,SiteID,Transect,CommonName,SpeciesName,SampleNumber,nValue,DDLat,DDLong,SpeciesSymbol,ESD_Designation,SoilType
4/13/2025,SLU_6,3,velvet mesquite,Prosopis velutina,7,15,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,ambrosia leaf bur ragweed,Ambrosia ambrosioides,7,2.5,31.780639999999998,-110.87289,AMAM2,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,large-spike bristlegrass,Setaria macrostachya,8,15,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),8,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,sideoats grama,Bouteloua curtipendula,8,37.5,31.780639999999998,-110.87289,BOCU,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,8,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,velvet mesquite,Prosopis velutina,9,2.5,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),9,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,9,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),10,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,sideoats grama,Bouteloua curtipendula,10,2.5,31.780639999999998,-110.87289,BOCU,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,10,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,velvet mesquite,Prosopis velutina,11,62.5,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,large-spike bristlegrass,Setaria macrostachya,11,15,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,broom snakeweed,Gutierrezia sarothrae,11,85,31.780639999999998,-110.87289,GUSA2,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,velvet mesquite,Prosopis velutina,12,37.5,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,large-spike bristlegrass,Setaria macrostachya,12,37.5,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,12,2.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,ambrosia leaf bur ragweed,Ambrosia ambrosioides,12,2.5,31.780639999999998,-110.87289,AMAM2,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),12,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Arizona cottontop,Digitaria californica,12,37.5,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,13,85,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,catclaw mimosa,Mimosopsis biuncifera,13,15,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,cane bluestem,Bothriochloa barbinodis,14,2.5,31.780639999999998,-110.87289,BOBA3,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),14,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Arizona cottontop,Digitaria californica,14,15,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,14,2.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,15,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,16,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),16,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,catclaw mimosa,Mimosopsis biuncifera,16,15,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,17,62.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),17,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,fairyduster,Calliandra eriophylla,18,15,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Arizona cottontop,Digitaria californica,18,37.5,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,18,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,fairyduster,Calliandra eriophylla,19,15,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Arizona cottontop,Digitaria californica,19,37.5,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Annual forb(s),Annual forb(s),19,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,fairyduster,Calliandra eriophylla,20,2.5,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Arizona cottontop,Digitaria californica,20,2.5,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,3,Lehmann lovegrass,Eragrostis lehmanniana,20,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw acacia,Acacia greggii,1,2.5,31.780639999999998,-110.87289,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Arizona cottontop,Digitaria californica,1,37.5,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,1,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),2,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,2,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Arizona cottontop,Digitaria californica,2,15,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw acacia,Acacia greggii,3,2.5,31.780639999999998,-110.87289,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),3,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,3,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,4,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),4,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),5,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,5,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),6,37.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw acacia,Acacia greggii,6,62.5,31.780639999999998,-110.87289,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,7,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw mimosa,Mimosopsis biuncifera,7,2.5,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,fairyduster,Calliandra eriophylla,7,2.5,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,8,2.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,velvet mesquite,Prosopis velutina,8,15,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),8,37.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,velvet mesquite,Prosopis velutina,9,85,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,9,62.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,large-spike bristlegrass,Setaria macrostachya,9,37.5,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,10,2.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw mimosa,Mimosopsis biuncifera,10,15,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),10,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),11,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,ambrosia leaf bur ragweed,Ambrosia ambrosioides,11,15,31.780639999999998,-110.87289,AMAM2,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,large-spike bristlegrass,Setaria macrostachya,11,37.5,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw mimosa,Mimosopsis biuncifera,11,37.5,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,11,2.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,12,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),12,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw mimosa,Mimosopsis biuncifera,13,2.5,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Arizona cottontop,Digitaria californica,13,37.5,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),13,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,velvet mesquite,Prosopis velutina,13,15,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,ambrosia leaf bur ragweed,Ambrosia ambrosioides,14,2.5,31.780639999999998,-110.87289,AMAM2,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,14,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Arizona cottontop,Digitaria californica,14,15,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,catclaw mimosa,Mimosopsis biuncifera,14,15,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),14,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,15,85,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,velvet mesquite,Prosopis velutina,15,15,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,velvet mesquite,Prosopis velutina,16,15,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,ambrosia leaf bur ragweed,Ambrosia ambrosioides,16,2.5,31.780639999999998,-110.87289,AMAM2,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,large-spike bristlegrass,Setaria macrostachya,16,15,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),17,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,velvet mesquite,Prosopis velutina,17,15,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,17,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),18,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,18,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,19,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),19,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Lehmann lovegrass,Eragrostis lehmanniana,20,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,4,Annual forb(s),Annual forb(s),20,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,1,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),1,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,fairyduster,Calliandra eriophylla,1,2.5,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),2,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,2,2.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,3,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),3,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,4,62.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,broom snakeweed,Gutierrezia sarothrae,5,2.5,31.780639999999998,-110.87289,GUSA2,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,5,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,fairyduster,Calliandra eriophylla,5,2.5,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,fairyduster,Calliandra eriophylla,6,15,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,6,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,7,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),7,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,8,85,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,9,85,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,catclaw mimosa,Mimosopsis biuncifera,9,15,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,catclaw mimosa,Mimosopsis biuncifera,10,2.5,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),10,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,10,62.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,11,62.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,fairyduster,Calliandra eriophylla,11,37.5,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,12,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),12,37.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),13,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,13,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),14,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,14,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Arizona cottontop,Digitaria californica,15,15,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,catclaw mimosa,Mimosopsis biuncifera,15,15,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,15,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,fairyduster,Calliandra eriophylla,16,62.5,31.780639999999998,-110.87289,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Arizona cottontop,Digitaria californica,16,15,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),16,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,catclaw acacia,Acacia greggii,16,37.5,31.780639999999998,-110.87289,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,catclaw mimosa,Mimosopsis biuncifera,17,2.5,31.780639999999998,-110.87289,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),17,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,17,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,velvet mesquite,Prosopis velutina,18,15,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),18,15,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,18,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,large-spike bristlegrass,Setaria macrostachya,18,15,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,velvet mesquite,Prosopis velutina,19,37.5,31.780639999999998,-110.87289,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,19,15,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Annual forb(s),Annual forb(s),19,2.5,31.780639999999998,-110.87289,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,large-spike bristlegrass,Setaria macrostachya,19,15,31.780639999999998,-110.87289,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Arizona cottontop,Digitaria californica,20,2.5,31.780639999999998,-110.87289,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,catclaw acacia,Acacia greggii,20,15,31.780639999999998,-110.87289,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_6,5,Lehmann lovegrass,Eragrostis lehmanniana,20,37.5,31.780639999999998,-110.87289,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,1,37.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,2,37.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,3,97.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,4,97.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,5,37.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Annual forb(s),Annual forb(s),5,2.5,31.78852,-110.87727,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,6,62.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,7,62.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,8,37.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,9,37.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,10,85,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,11,97.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,12,97.5,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Annual forb(s),Annual forb(s),12,2.5,31.78852,-110.87727,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Annual forb(s),Annual forb(s),13,15,31.78852,-110.87727,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,13,85,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,burroweed,Isocoma tenuisecta,14,15,31.78852,-110.87727,ISTE2,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
4/19/2025,LUSLU_1,1,Lehmann lovegrass,Eragrostis lehmanniana,14,85,31.78852,-110.87727,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
